metric_id,label,domain,page,description,formula,aggregation,allowed_aggregations,unit,status,official_for_chatbot,realtime_live_query,execution_kind,executor,executor_compute_file,summary_field,registry_payload_path,registry_sample_size_path,registry_definition,registry_count_from_clients,supported_filters,sources_schema_table_column,sources_tables,sources_columns,aliases,limitations,page_hint,questions,legacy_ids_pointing_here,in_catalog,in_registry,notes_technical
pharus_top_suggested_mechanism,Mecanismo mais sugerido (App Pharus),mechanisms,Implementação de Mecanismos,Mecanismo com mais ocorrências em user_mechanisms ⋉ mechanisms.data no App Pharus.,mode(mechanism name) em sugestões App Pharus,,,mechanism,,no,no,,,,,,,,no,,app_pharus.user_mechanisms.mechanism_id|app_pharus.mechanisms.data,user_mechanisms|mechanisms,mechanism_id|data,mecanismo mais sugerido no app pharus|qual mecanismo e mais sugerido no app pharus|qual mecanismo é mais sugerido no app pharus|mecanismo mais recomendado no app pharus,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#pharus_top_suggested_mechanism
pharus_total_suggestions,Mecanismos vinculados (App Pharus),mechanisms,Implementação de Mecanismos,Vínculos únicos user_id + mechanism_id no App Pharus (suggested = associado ao usuário).,"count distinct (user_id, mechanism_id) em core.user_mechanisms",,,links,,no,no,,,,,,,,no,,app_pharus.user_mechanisms.id,user_mechanisms,id,mecanismos vinculados no app pharus|total de sugestoes no app pharus|total de sugestões no app pharus|quantas sugestoes de mecanismos no app pharus|quantas sugestões de mecanismos no app pharus|quantos mecanismos estao sugeridos no app pharus|quantos mecanismos estão sugeridos no app pharus,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#pharus_total_suggestions
pharus_users_with_suggestions,Usuários com mecanismos (App Pharus),mechanisms,Implementação de Mecanismos,Usuários distintos com vínculo em user_mechanisms no App Pharus (inclui status suggested). Não é implementação da BASE QV.,count(distinct user_id) em core.user_mechanisms com status suggested,,,users,,no,no,,,,,,,,no,,app_pharus.user_mechanisms.user_id,user_mechanisms,user_id,usuarios com mecanismos no app pharus|usuários com mecanismos no app pharus|quantos usuarios possuem mecanismos no app pharus|quantos usuários possuem mecanismos no app pharus|usuarios com mecanismos sugeridos no app pharus|usuários com mecanismos sugeridos no app pharus|mecanismos sugeridos no app pharus,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#pharus_users_with_suggestions
types_unused,Tipos sem utilização,mechanisms,Implementação de Mecanismos,Tipos do catálogo sem correspondência em client_mecanismos. Não é erro técnico.,catálogo − tipos utilizados,,,mechanisms,Sim,yes,no,,,,,,,,no,,public.mecanismos.id|public.client_mecanismos.mecanismo_id,mecanismos|client_mecanismos,id|mecanismo_id,tipos sem utilizacao|tipos sem utilização|tipos nao utilizados|tipos não utilizados|tipos ainda nao vinculados,"mecanismo_id, client_id, status e catálogo mecanismos.",,,,yes,yes,portal-metric-catalog.mjs#types_unused
types_used,Tipos de mecanismos,mechanisms,Implementação de Mecanismos,Quantidade de tipos do catálogo que já aparecem em pelo menos um cliente (count distinct mecanismo_id com correspondência em public.mecanismos).,count(distinct mecanismo_id) em client_mecanismos ∩ mecanismos.id,,,mechanisms,Sim,yes,no,,,,,,,,no,,public.client_mecanismos.mecanismo_id|public.mecanismos.id,client_mecanismos|mecanismos,mecanismo_id|id,tipos utilizados|tipos de mecanismos usados|quantos tipos de mecanismos estao sendo usados|quantos tipos de mecanismos estão sendo usados|tipos vinculados a clientes,"mecanismo_id, client_id, status e catálogo mecanismos.",,,,yes,yes,portal-metric-catalog.mjs#types_used
attendance_rate,Taxa de comparecimento,meetings,Reuniões,1 − (no-shows ÷ elegíveis). Elegíveis = total − futuras − canceladas. Fonte: meeting_attendance.status (não CSV Marked as No-Show).,1 - (noShows / (totalMeetings - futureMeetings - cancelledMeetings)),,,percent,Sim,yes,no,,,,,,,,no,,public.client_meetings.undefined|public.manual_meetings.undefined|public.meeting_attendance.undefined,client_meetings|manual_meetings|meeting_attendance,,taxa de comparecimento|qual a taxa de comparecimento|comparecimento|taxa de presenca|taxa de presença|o que significa taxa de comparecimento|o que e taxa de comparecimento,meeting_attendance.status,,,,yes,yes,portal-metric-catalog.mjs#attendance_rate
attended_meetings,Comparecimentos,meetings,Reuniões,Elegíveis − no-shows. Presença confirmada em reuniões já ocorridas e não canceladas.,Elegíveis − no-shows. Presença confirmada em reuniões já ocorridas e não canceladas.,,,meetings,,no,no,,,,,,,,no,,,,,comparecimentos|reunioes realizadas|reuniões realizadas|reunioes com comparecimento,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#attended_meetings
average_interval_between_meetings,Intervalo médio entre reuniões,meetings,Reuniões,Média aritmética dos intervalos positivos entre reuniões válidas consecutivas com presença confirmada.,Média dos gaps positivos entre reuniões consecutivas com presença.,,,days,Sim,yes,no,,,,,,,,no,,public.client_meetings.undefined|public.manual_meetings.undefined|public.meeting_attendance.undefined,client_meetings|manual_meetings|meeting_attendance,,intervalo medio entre reunioes|qual o intervalo medio entre reunioes|intervalo medio|intervalo tipico entre reunioes,start_time + meeting_attendance.status,,,,yes,yes,portal-metric-catalog.mjs#average_interval_between_meetings
average_meetings_per_month,Média de reuniões/mês,meetings,Reuniões,"Volume de reuniões dividido por meses — NÃO é média por cliente. A UI usa o divisor do período filtrado quando há período; o payload de meetings.mjs usa monthsBetween(primeira, última) datada. As duas fórmulas ainda divergem.","UI: total / periodMonthDivisor se período ativo; senão total / span(first,last). Backend: analyticMeetings.length / monthsBetween(first,last).",,,meetings_per_month,Sim,yes,no,,,,,,,,no,,public.client_meetings.undefined|public.manual_meetings.undefined|public.meeting_attendance.undefined,client_meetings|manual_meetings|meeting_attendance,,media de reunioes por mes|média de reuniões/mês|media de reunioes/mes|reunioes por mes,"Não unificar UI e backend sem validação humana.,start_time/entryDate",,,,yes,yes,portal-metric-catalog.mjs#average_meetings_per_month
cancelled_meetings_count,Reuniões canceladas,meetings,Reuniões,Reuniões com status cancelada. Não misturar com no-show.,Reuniões com status cancelada. Não misturar com no-show.,,,meetings,,no,no,,,,,,,,no,,,,,quantas reunioes foram canceladas|quantas reuniões foram canceladas|reunioes canceladas|reuniões canceladas,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#cancelled_meetings_count
clients_with_1_2_noshows,Clientes com 1–2 no-shows,meetings,Reuniões,Clientes do recorte com 1 ou 2 faltas.,Clientes do recorte com 1 ou 2 faltas.,,,clients,,no,no,,,,,,,,no,,,,,quantos clientes tiveram entre 1 e 2 no-shows|clientes com 1 a 2 no-shows,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#clients_with_1_2_noshows
clients_with_5_plus_noshows,Clientes com 5 ou mais no-shows,meetings,Reuniões,Clientes do recorte com 5 ou mais faltas.,Clientes do recorte com 5 ou mais faltas.,,,clients,,no,no,,,,,,,,no,,,,,quantos tiveram 5 ou mais no-shows|clientes com 5 ou mais faltas,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#clients_with_5_plus_noshows
clients_with_first_meeting,Clientes com primeira reunião,meetings,Reuniões,"Clientes com primeira reunião realizada (fonte principal BASE QV, com fallback Airtable quando disponível).","Clientes com primeira reunião realizada (fonte principal BASE QV, com fallback Airtable quando disponível).",,,clients,,no,no,,,,,,,,no,,,,,cobertura da primeira reuniao|quantos tem primeira reuniao|clientes com primeira reuniao,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#clients_with_first_meeting
clients_with_meeting,Clientes com reunião,meetings,Reuniões,Clientes distintos com pelo menos uma reunião válida registrada no recorte.,Classifica a carteira por presença de reunião válida.,,,clients,Avaliar,no,no,,,,,,,,no,,public.client_meetings.undefined|public.manual_meetings.undefined|public.meeting_attendance.undefined,client_meetings|manual_meetings|meeting_attendance,,clientes com reuniao|quantos clientes possuem alguma reuniao|clientes com pelo menos uma reuniao|quantos clientes tem reuniao,"Clientes sem registros de reunião,client_meetings/manual_meetings",,,,yes,no,portal-metric-catalog.mjs#clients_with_meeting
clients_with_zero_noshows,Clientes sem no-show,meetings,Reuniões,Clientes do recorte classificados na faixa 0 no-shows.,Clientes do recorte classificados na faixa 0 no-shows.,,,clients,,no,no,,,,,,,,no,,,,,quantos clientes nao tiveram no-show|clientes com 0 no-shows|clientes sem falta,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#clients_with_zero_noshows
days_since_last_meeting_chart,Dias desde a última reunião,meetings,Reuniões,Distribuição dos dias desde a última reunião válida.,"Hoje menos a última reunião válida por cliente, em faixas.",,,clients,Avaliar,no,no,,,,,,,,no,,,,,,"Data, vínculo do cliente e presença quando aplicável.",,,,yes,no,confiabilidade-indicadores - Página1 (1).csv | Reuniões | Dias desde a última reunião | Gráfico
days_since_latest_meeting,Dias desde a última reunião,meetings,Reuniões,"Hoje − MAXDATE de reunião válida do recorte (número principal do card). Futuras, canceladas, inválidas e pré-entrada não definem o MAXDATE. A nota do card também mostra mediana/média por cliente.",Hoje menos a última reunião válida.,,,days,Sim,yes,no,,,,,,,,no,,public.client_meetings.undefined|public.manual_meetings.undefined|public.meeting_attendance.undefined,client_meetings|manual_meetings|meeting_attendance,,dias desde a ultima reuniao|dias sem reuniao|recencia da ultima reuniao,client_meetings.start_time,,,,yes,yes,portal-metric-catalog.mjs#days_since_latest_meeting
eligible_meetings,Reuniões elegíveis,meetings,Reuniões,Total analítico − futuras − canceladas. Denominador das taxas de comparecimento e no-show.,totalMeetings - futureMeetings - cancelledMeetings,,,meetings,,no,no,,,,,,,,no,,,,,reunioes elegiveis|reuniões elegíveis|elegiveis para comparecimento,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#eligible_meetings
first_meeting_airtable_fallback,Primeiras reuniões via fallback Airtable,meetings,Reuniões,Clientes cuja primeira reunião veio do backup Airtable (somente quando a fonte principal não tinha data válida).,Clientes cuja primeira reunião veio do backup Airtable (somente quando a fonte principal não tinha data válida).,,,clients,,no,no,,,,,,,,no,,,,,quantas primeiras reunioes vieram do fallback do airtable|fallback airtable primeira reuniao|primeiras reunioes airtable,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#first_meeting_airtable_fallback
future_meetings,Reuniões futuras,meetings,Reuniões,Reuniões com start_time posterior a agora (UTC no dashboard de Reuniões).,Reuniões com start_time posterior a agora (UTC no dashboard de Reuniões).,,,meetings,,no,no,,,,,,,,no,,,,,reunioes futuras|reuniões futuras|agendadas no futuro,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#future_meetings
meeting_frequency_chart,Frequência por cliente,meetings,Reuniões,Distribuição de clientes pela quantidade de reuniões válidas.,Conta reuniões válidas por cliente e agrupa em faixas.,,,clients,Avaliar,no,no,,,,,,,,no,,,,,,"Data, vínculo do cliente e presença quando aplicável.",,,,yes,no,confiabilidade-indicadores - Página1 (1).csv | Reuniões | Frequência por cliente | Gráfico
meeting_interval_chart,Intervalo médio entre reuniões,meetings,Reuniões,Distribuição do intervalo médio entre presenças confirmadas.,Mesma lógica do cartão de intervalo; só gaps positivos com presença.,,,clients,Sim,yes,no,,,,,,,,no,,,,,,"Se tratando de média, temos uma boa amostragem,Data, vínculo do cliente e presença quando aplicável.",,,,yes,yes,confiabilidade-indicadores - Página1 (1).csv | Reuniões | Intervalo médio entre reuniões | Gráfico
meeting_status_chart,Status das reuniões,meetings,Reuniões,"Distribuição de presença: compareceu, no-show, cancelada ou sem confirmação.",Classifica reuniões analíticas pelo status de attendance.,,,meetings,Sim,yes,no,,,,,,,,no,,,,,,"Data, vínculo do cliente e presença quando aplicável.",,,,yes,yes,confiabilidade-indicadores - Página1 (1).csv | Reuniões | Status das reuniões | Gráfico
meetings_by_engineer_chart,Reuniões por Engenheiro Patrimonial,meetings,Reuniões,Reuniões do recorte por engenheiro patrimonial.,Soma reuniões válidas agrupadas pelo EP do cliente.,,,meetings,Sim,yes,no,,,,,,,,no,,,,,,"Data, vínculo do cliente e presença quando aplicável.",,,,yes,yes,confiabilidade-indicadores - Página1 (1).csv | Reuniões | Reuniões por Engenheiro Patrimonial | Gráfico
meetings_by_month_chart,Reuniões por mês,meetings,Reuniões,Reuniões agendadas e realizadas por mês no recorte.,Conta eventos válidos por mês; meses futuros não entram.,,,meetings,Sim,yes,no,,,,,,,,no,,,,,,"Data, vínculo do cliente e presença quando aplicável.",,,,yes,yes,confiabilidade-indicadores - Página1 (1).csv | Reuniões | Reuniões por mês | Gráfico
no_show_meetings,Total de no-shows,meetings,Reuniões,"Reuniões já ocorridas, não canceladas, com meeting_attendance.status = não compareceu.",No-show entre reuniões elegíveis.,,,meetings,Sim,yes,no,,,,,,,,no,,public.meeting_attendance.status,meeting_attendance,status,reunioes com no-show|total de no-shows|no-shows|faltas em reunioes|quantos no-shows,meeting_attendance.status,,,,yes,yes,portal-metric-catalog.mjs#no_show_meetings
no_show_rate,Taxa de no-show,meetings,Reuniões,no-shows ÷ reuniões elegíveis (total − futuras − canceladas).,no-shows ÷ reuniões elegíveis (total − futuras − canceladas).,,,percent,,no,no,,,,,,,,no,,,,,taxa de no-show|qual a taxa de no-show|percentual de no-show,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#no_show_rate
noshow_frequency_chart,Frequência de no-show por cliente,meetings,Reuniões,Clientes do recorte por quantidade de no-shows.,Conta faltas elegíveis por cliente. Pode distorcer se o EP não registrar no-show.,,,clients,Avaliar,no,no,,,,,,,,no,,,,,,"Número pode ter distorção, caso o EP não marcou no-show no app,Data, vínculo do cliente e presença quando aplicável.",,,,yes,no,confiabilidade-indicadores - Página1 (1).csv | Reuniões | Frequência de no-show por cliente | Gráfico
top_meeting_types,Reuniões por tipo,meetings,Reuniões,"Distribuição exclusiva de Agendamentos.calendly_eventos (Business Data) no gráfico Reuniões por tipo, via meeting-types-calendly.mjs. Não altera KPIs operacionais. Há CSV legado; a fonte canônica da tela é o código atual, sem migração nesta etapa.",Distribuição da amostra válida do indicador.,,,meetings,Sim,yes,no,,,,,,,,no,,Agendamentos.calendly_eventos.undefined,calendly_eventos,,quais tipos de reuniao sao mais frequentes|quais tipos de reunião são mais frequentes|tipos de reuniao mais frequentes|tipos de reunião mais frequentes,"Fonte exclusiva: Business Data · Agendamentos.calendly_eventos (exclui grupo Comercial).,Considerando direto do Caledly - confiável,event_uuid, group_name e tipo do evento no Business Data.",,,,yes,yes,portal-metric-catalog.mjs#top_meeting_types
total_meeting_reschedules,Remarcações,meetings,Reuniões,Total de remarcações estruturadas (meeting_attendance.remarcado). Cobertura parcial: pode não representar o total real.,Contagem de remarcado nos eventos válidos.,,,meetings,Sim,yes,no,,,,,,,,no,,public.client_meetings.undefined|public.manual_meetings.undefined|public.meeting_attendance.undefined,client_meetings|manual_meetings|meeting_attendance,,quantas remarcacoes|total de remarcacoes|reunioes remarcadas,"Cobertura parcial dos dados estruturados de remarcações.,meeting_attendance.remarcado",,,,yes,yes,portal-metric-catalog.mjs#total_meeting_reschedules
total_meetings,Total de reuniões,meetings,Reuniões,Contagem de reuniões analíticas no recorte (client_meetings + manual_meetings). Exclui anteriores à entrada do cliente e inválidas. Não é média por cliente. Não usa o gráfico de tipos Calendly.,count reuniões analíticas no recorte filtrado,,,meetings,Sim,yes,no,,,,,,,,no,,public.client_meetings.id|public.manual_meetings.id,client_meetings|manual_meetings,id|id,total de reunioes|total de reuniões|quantidade de reunioes|quantidade de reuniões|quantas reunioes|quantas reuniões|numero de reunioes|quantas reuniões temos?|qual o total de reuniões?,entryDate/start_time,,,,yes,yes,portal-metric-catalog.mjs#total_meetings
plan_approved_clients,Plano aprovado,patrimonial_plan,Plano Patrimonial,Proxy: clientes distintos com ≥1 reunião Central de Inteligência. Não representa aprovação formal.,Proxy por reunião Central de Inteligência.,,,clients,Recomendação: Não Levar,no,no,,,,,,,,no,,public.client_meetings.event_name,client_meetings,event_name,plano aprovado|planos aprovados,client_meetings.event_name Central de Inteligência (proxy),,,,yes,no,portal-metric-catalog.mjs#plan_approved_clients
plan_baseqv_clients,Clientes BASE QV,patrimonial_plan,Plano Patrimonial,Distinct clients.id na tela Plano Patrimonial.,Distinct clients.id na tela Plano Patrimonial.,,,clients,,no,no,,,,,,,,no,,public.clients.id,clients,id,clientes base qv|clientes na base do plano,"computePatrimonialPlanPayload não é exportado; valor ao vivo fica para etapa posterior.,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.",,,,yes,no,portal-metric-catalog.mjs#plan_baseqv_clients
plan_days_to_approval,Dias até aprovação,patrimonial_plan,Plano Patrimonial,Proxy: diferença não negativa contratação → última reunião Central. Não é aprovação formal.,Média de intervalos não negativos contratação → última reunião Central.,,,days,Sim,yes,no,,,,,,,,no,,public.clients.undefined|public.client_meetings.undefined,clients|client_meetings,,dias ate aprovacao|tempo ate aprovacao do plano,"Se tratando de média, temos uma boa amostragem,data de contratação e data da reunião Central",,,,yes,yes,portal-metric-catalog.mjs#plan_days_to_approval
plan_delivered_meetings,Plano entregue,patrimonial_plan,Plano Patrimonial,"Proxy: CONTAGEM DE REUNIÕES cujo event_name contém “central de inteligencia”, não contagem de clientes. Não é aprovação formal.",count client_meetings where event_name ILIKE central de inteligencia,,,meetings,,no,no,,,,,,,,no,,public.client_meetings.event_name,client_meetings,event_name,planos entregues|plano entregue|reunioes central de inteligencia|quantos planos foram entregues,"Proxy de reunião; validar com negócio se o nome “plano entregue” é aceitável.,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.",,,,yes,no,portal-metric-catalog.mjs#plan_delivered_meetings
plan_status_chart,Status do plano,patrimonial_plan,Plano Patrimonial,Distribuição por presença de reunião Central de Inteligência (proxy de status do plano).,Classifica clientes segundo reunião Central. Indicador não levado na V2.,,,clients,Recomendação: Não Levar,no,no,,,,,,,,no,,public.client_meetings.undefined,client_meetings,,,client_meetings.event_name e datas da reunião.,,,,yes,no,confiabilidade-indicadores - Página1 (1).csv | Plano Patrimonial | Status do plano | Gráfico
platform_pharus_users,Usuários App Pharus,platform_usage,Uso da Plataforma,Distinct user_id em metrics.events (App Pharus). Fonte não validada no MCP BASE QV.,Distinct user_id em metrics.events (App Pharus). Fonte não validada no MCP BASE QV.,,,users,,no,no,,,,,,,,no,,metrics.events.metadata.user_id,events,metadata.user_id,usuarios app pharus|usuarios da plataforma|uso da plataforma|o que e uso da plataforma|quantos usuarios app pharus,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#platform_pharus_users
platform_session_duration,Tempo médio de sessão,platform_usage,Uso da Plataforma,Card da UI exibe “Sem Dados” — sem base confiável.,Card da UI exibe “Sem Dados” — sem base confiável.,,,minutes,,no,no,,,,,,,,no,,,,,tempo medio de sessao|duracao de sessao,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#platform_session_duration
platform_users_with_login,Realizaram login,platform_usage,Uso da Plataforma,Usuários App Pharus com histórico de login. Fonte metrics.events.,Usuários App Pharus com histórico de login. Fonte metrics.events.,,,users,,no,no,,,,,,,,no,,metrics.events.event_name,events,event_name,realizaram login|usuarios com login|logins da plataforma,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#platform_users_with_login
quality_column_fill,Preenchimento por coluna,quality,Qualidade dos Dados,"Para cada coluna auditada: preenchidos vs linhas da tabela, com filtros de domínio e faixa de preenchimento.","Para cada coluna auditada: preenchidos vs linhas da tabela, com filtros de domínio e faixa de preenchimento.",,,percent,,no,no,,,,,,,,no,,,,,preenchimento por coluna|coluna vazia|ausencia de campo,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#quality_column_fill
quality_overall_completeness,Completude geral,quality,Qualidade dos Dados,Percentual de células preenchidas sobre todas as células auditadas na tela Qualidade (não é NPS). Completude de coluna = não nulo/vazio ÷ linhas da tabela.,Percentual de células preenchidas sobre todas as células auditadas na tela Qualidade (não é NPS). Completude de coluna = não nulo/vazio ÷ linhas da tabela.,,,percent,,no,no,,,,,,,,no,,,,,completude geral|preenchimento dos dados|qualidade dos dados|cobertura de preenchimento,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#quality_overall_completeness
max_current_cycle,Maior ciclo atual,renewal,Renovação,Máximo de clients.ciclo no recorte.,Máximo de clients.ciclo no recorte.,,,cycles,,no,no,,,,,,,,no,,public.clients.ciclo,clients,ciclo,maior ciclo atual|ciclo maximo,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#max_current_cycle
non_renewed_clients,Não renovaram (ciclo 1),renewal,Renovação,Clientes com ciclo = 1 (ainda no primeiro ciclo). Ciclo null/≤0 é inválido e não entra. Não usar este recorte como preditor se o desfecho da análise for a própria renovação.,count clientes com ciclo === 1,,,clients,,no,no,,,,,,,,no,,public.clients.ciclo,clients,ciclo,nao renovaram|não renovaram|clientes nao renovados|clientes não renovados|quantos nao renovaram|nao renovados|os nao renovados|e os nao renovados,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#non_renewed_clients
renewal_on_time,Renovou no prazo?,renewal,Renovação,Sem dado — falta fim do ciclo anterior e data de renovação.,Sem dado — falta fim do ciclo anterior e data de renovação.,,,,,no,no,,,,,,,,no,,,,,renovou no prazo,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#renewal_on_time
renewal_rate,Taxa de renovação (ciclo > 1),renewal,Renovação,Percentual descritivo: clientes com ciclo > 1 sobre clientes com ciclo ≥ 1. Não é taxa contratual formal nem evento de renovação. Não usar ciclo como variável explicativa se o desfecho for renovação (leakage).,100 * count(ciclo>1) / count(ciclo>=1),,,percent,,no,no,,,,,,,,no,,public.clients.ciclo,clients,ciclo,taxa de renovacao|percentual renovado|percentual de renovacao,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#renewal_rate
renewal_time_to_renew,Tempo até renovação,renewal,Renovação,Sem dado — não há histórico do primeiro ciclo/evento real.,Sem dado — não há histórico do primeiro ciclo/evento real.,,,days,,no,no,,,,,,,,no,,,,,tempo ate renovacao,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#renewal_time_to_renew
renewal_value,Valor da renovação,renewal,Renovação,Sem dado. clients.valor_total_pago não é valor de renovação.,Sem dado. clients.valor_total_pago não é valor de renovação.,,,,,no,no,,,,,,,,no,,,,,valor da renovacao,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#renewal_value
renewed_clients,Renovaram,renewal,Renovação,hasRenewed = clients.ciclo > 1. Ciclo null/≤0 é inválido (não conta como renovado). Tela reusa /api/general-data.,count clientes com ciclo > 1,,,clients,,no,no,,,,,,,,no,,public.clients.ciclo,clients,ciclo,renovaram|clientes renovados|quantos renovaram|quantos clientes renovaram|ciclo maior que 1|renovacao|o que e renovacao|o que significa renovacao,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#renewed_clients
total_renewals,Quantidade de renovações,renewal,Renovação,"Soma de max(ciclo − 1, 0) por cliente. Não é histórico de eventos de renovação.","Soma de max(ciclo − 1, 0) por cliente. Não é histórico de eventos de renovação.",,,renewals,,no,no,,,,,,,,no,,public.clients.ciclo,clients,ciclo,quantidade de renovacoes|total de renovacoes|soma das renovacoes,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#total_renewals
nps_official_coverage,Cobertura NPS oficial,satisfaction,Pesquisa de Satisfação,Percentual da carteira do EP com última resposta NPS válida (helper oficial).,Percentual da carteira do EP com última resposta NPS válida (helper oficial).,,,percent,,no,no,,,,,,,,no,,public.nps_responses.score,nps_responses,score,cobertura nps|cobertura da carteira nps|qual a cobertura do nps|cobertura do nps,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#nps_official_coverage
nps_official_detractors,Detratores NPS (oficial),satisfaction,Pesquisa de Satisfação,Última nota válida ≤6 por cliente no helper nps-metrics.mjs.,Última nota válida ≤6 por cliente no helper nps-metrics.mjs.,,,clients,,no,no,,,,,,,,no,,public.nps_responses.score,nps_responses,score,detratores nps|quantos sao detratores|detratores,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#nps_official_detractors
nps_official_index,NPS oficial (helper),satisfaction,Pesquisa de Satisfação,"Helper nps-metrics.mjs: última resposta válida 0–10 por client_id (submitted_at, depois created_at); ignora tipo_de_forms que não começa com NPS. Promotor ≥9, neutro 7–8, detrator ≤6. Índice = %P − %D. EP oculta amostra <5 ou cobertura <20%. Análises Estatísticas preditivas excluem NPS pós-cancelamento.","Helper nps-metrics.mjs: última resposta válida 0–10 por client_id (submitted_at, depois created_at); ignora tipo_de_forms que não começa com NPS. Promotor ≥9, neutro 7–8, detrator ≤6. Índice = %P − %D. EP oculta amostra <5 ou cobertura <20%. Análises Estatísticas preditivas excluem NPS pós-cancelamento.",,,nps_index,,no,no,,,,,,,,no,,public.nps_responses.score,nps_responses,score,nps oficial|indice nps oficial|nps ultima resposta por cliente|como e calculado o nps|como calculam o nps|o que e nps|onde vejo nps|onde encontro nps,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#nps_official_index
nps_official_passives,Neutros NPS (oficial),satisfaction,Pesquisa de Satisfação,Última nota válida 7–8 por cliente no helper nps-metrics.mjs.,Última nota válida 7–8 por cliente no helper nps-metrics.mjs.,,,clients,,no,no,,,,,,,,no,,public.nps_responses.score,nps_responses,score,neutros nps|passivos nps|quantos sao neutros no nps,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#nps_official_passives
nps_official_promoters,Promotores NPS (oficial),satisfaction,Pesquisa de Satisfação,Última nota válida ≥9 por cliente no helper nps-metrics.mjs. Não é a regra da tela Pesquisa de Satisfação.,Última nota válida ≥9 por cliente no helper nps-metrics.mjs. Não é a regra da tela Pesquisa de Satisfação.,,,clients,,no,no,,,,,,,,no,,public.nps_responses.score,nps_responses,score,quantos sao promotores|promotores nps|promotores|clientes promotores,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#nps_official_promoters
nps_official_responses,Respostas NPS oficiais,satisfaction,Pesquisa de Satisfação,Número de clientes com última resposta NPS válida 0–10 no helper nps-metrics.mjs (payload de Performance do EP). Não usa a regra da tela Pesquisa de Satisfação.,Número de clientes com última resposta NPS válida 0–10 no helper nps-metrics.mjs (payload de Performance do EP). Não usa a regra da tela Pesquisa de Satisfação.,,,responses,,no,no,,,,,,,,no,,public.nps_responses.score,nps_responses,score,quantos responderam nps|quantos responderam|e quantos responderam|respostas nps|clientes com nps,Presente na V1 e ausente do CSV Dash Kids; não promovida na V2.,,,,yes,no,portal-metric-catalog.mjs#nps_official_responses
